,Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Promos_Total,Age,Dependants,Has_minor,Partner,House_members,Income_per_members,Total_spent
164,Postgraduate,83837.0,0,0,3 Meses,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,0,1,2,Idosos,0,0,0,1,83837.0,1318
165,Postgraduate,38853.0,1,1,3 Meses,29,0,14,0,0,2,2,2,0,3,7,0,0,0,0,0,0,0,0,Meia-idade,2,1,0,3,12951.0,45
166,Graduate,38285.0,2,1,> 3 Meses,2,0,5,2,0,1,1,0,0,3,2,0,0,0,0,0,0,0,0,Idosos,3,1,1,5,7657.0,10
167,Undergraduate,78497.0,0,0,2 Meses,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,0,1,Idosos,0,0,0,1,78497.0,978
168,Postgraduate,51650.0,0,1,3 Meses,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,25825.0,191
169,Undergraduate,16248.0,1,0,3 Meses,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,8124.0,57
170,Postgraduate,66835.0,0,0,1 Mes,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,0,Idosos,0,0,0,1,66835.0,1033
171,Postgraduate,30477.0,1,0,1 Mes,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,15238.5,66
172,Undergraduate,28249.0,0,0,3 Meses,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,0,Idosos,0,0,0,1,28249.0,43
173,Graduate,25271.0,1,0,2 Meses,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,12635.5,50
174,Postgraduate,32303.0,0,1,3 Meses,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,0,0,Meia-idade,1,1,1,3,10767.666666666666,39
175,Graduate,61286.0,0,1,2 Meses,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,30643.0,608
176,Graduate,74068.0,0,0,1 Mes,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,0,0,Adultos,0,0,0,1,74068.0,1581
177,Postgraduate,45759.0,1,1,1 Mes,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,0,Meia-idade,2,1,0,3,15253.0,68
178,Undergraduate,24882.0,1,0,2 Meses,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,1,Adultos,1,1,1,3,8294.0,80
179,Postgraduate,66973.0,0,0,> 3 Meses,466,22,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0,0,0,Adultos,0,0,1,2,33486.5,1282
180,Graduate,38872.0,1,0,> 3 Meses,23,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,19436.0,91
181,Graduate,51148.0,1,1,2 Meses,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,0,0,Meia-idade,2,1,0,3,17049.333333333332,315
182,Graduate,31353.0,1,1,1 Mes,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,0,0,Adultos,2,1,0,3,10451.0,31
183,Postgraduate,69661.0,0,0,3 Meses,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,0,0,Adultos,0,0,0,1,69661.0,834
184,Graduate,80067.0,0,0,3 Meses,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,0,1,Idosos,0,0,0,1,80067.0,1600
185,Graduate,86718.0,0,0,1 Mes,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,0,0,Idosos,0,0,0,1,86718.0,1270
186,Postgraduate,46854.0,1,1,3 Meses,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,1,1,Meia-idade,2,1,1,4,11713.5,263
187,Graduate,69142.0,0,1,2 Meses,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,0,1,Idosos,1,1,0,2,34571.0,535
188,Graduate,75922.0,0,0,2 Meses,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,0,0,Meia-idade,0,0,1,2,37961.0,1295
189,Graduate,63693.0,0,1,3 Meses,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,31846.5,1150
190,Postgraduate,102160.0,0,0,2 Meses,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,1,3,Adultos,0,0,1,2,51080.0,1240
191,Postgraduate,40637.0,1,1,3 Meses,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,0,0,Meia-idade,2,1,1,4,10159.25,38
192,Postgraduate,18890.0,0,0,1 Mes,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,1,1,Adultos,0,0,1,2,9445.0,35
193,Graduate,29604.0,1,0,3 Meses,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,0,1,Adultos,1,1,1,3,9868.0,53
194,Postgraduate,48721.0,1,1,2 Meses,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0,0,Meia-idade,2,1,0,3,16240.333333333334,293
195,Graduate,44794.0,0,1,> 3 Meses,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,22397.0,65
196,Graduate,64497.0,0,1,1 Mes,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,1,1,Idosos,1,1,0,2,32248.5,1804
197,Graduate,46097.0,0,1,1 Mes,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,0,Idosos,1,1,1,3,15365.666666666666,241
198,Graduate,77972.0,0,0,1 Mes,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,0,Idosos,0,0,1,2,38986.0,1101
199,Postgraduate,44377.0,1,1,3 Meses,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,0,0,Meia-idade,2,1,0,3,14792.333333333334,264
200,Postgraduate,46014.0,1,1,1 Mes,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,0,Meia-idade,2,1,1,4,11503.5,541
201,Graduate,70951.0,0,0,3 Meses,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0,0,Adultos,0,0,0,1,70951.0,1198
202,Graduate,41443.0,1,0,3 Meses,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,20721.5,482
203,Undergraduate,52195.0,2,1,1 Mes,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,0,Adultos,3,1,1,5,10439.0,17
204,Postgraduate,83790.0,0,0,3 Meses,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,2,Idosos,0,0,0,1,83790.0,1615
205,Postgraduate,44551.0,0,1,1 Mes,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,0,Idosos,1,1,0,2,22275.5,285
206,Graduate,69508.0,1,0,2 Meses,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,23169.333333333332,1135
207,Undergraduate,45204.0,1,0,> 3 Meses,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,15068.0,114
208,Graduate,72460.0,0,0,2 Meses,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,0,Meia-idade,0,0,0,1,72460.0,1047
209,Postgraduate,77622.0,0,2,1 Mes,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,0,Meia-idade,2,1,1,4,19405.5,714
210,Postgraduate,30732.0,1,0,2 Meses,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,15366.0,185
211,Graduate,63887.0,0,1,2 Meses,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,31943.5,1245
212,Graduate,42011.0,1,0,2 Meses,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,14003.666666666666,189
213,Graduate,51369.0,0,1,3 Meses,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,17123.0,576
214,Graduate,51537.0,0,1,1 Mes,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,0,Idosos,1,1,0,2,25768.5,1103
215,Postgraduate,79930.0,0,0,3 Meses,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,0,Meia-idade,0,0,0,1,79930.0,1753
216,Postgraduate,34320.0,1,0,3 Meses,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,11440.0,17
217,Graduate,37070.0,1,1,1 Mes,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,0,Meia-idade,2,1,1,4,9267.5,433
218,Undergraduate,81975.0,0,1,1 Mes,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0,1,Meia-idade,1,1,0,2,40987.5,1588
219,Graduate,38590.0,1,0,3 Meses,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,0,Meia-idade,1,1,1,3,12863.333333333334,22
220,Graduate,15033.0,0,0,2 Meses,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,0,Idosos,0,0,1,2,7516.5,19
221,Postgraduate,62745.0,0,1,3 Meses,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,31372.5,1117
222,Undergraduate,22212.0,1,0,2 Meses,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,11106.0,69
223,Postgraduate,23661.0,1,0,2 Meses,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,7887.0,23
224,Postgraduate,79761.0,0,1,2 Meses,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,0,Idosos,1,1,1,3,26587.0,605
225,Graduate,7500.0,1,0,2 Meses,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,0,Meia-idade,1,1,1,3,2500.0,57
226,Graduate,73455.0,0,0,> 3 Meses,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,0,1,Meia-idade,0,0,0,1,73455.0,2088
227,Graduate,64961.0,0,1,> 3 Meses,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0,0,Idosos,1,1,1,3,21653.666666666668,1009
228,Graduate,22804.0,1,0,3 Meses,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,0,Meia-idade,1,1,1,3,7601.333333333333,26
229,Graduate,73687.0,0,0,1 Mes,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1,1,Adultos,0,0,0,1,73687.0,1627
230,Graduate,61074.0,0,1,2 Meses,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,0,Idosos,1,1,0,2,30537.0,1102
231,Postgraduate,31686.0,1,1,2 Meses,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,0,Meia-idade,2,1,0,3,10562.0,17
232,Graduate,80134.0,1,0,2 Meses,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,3,Meia-idade,1,1,0,2,40067.0,1690
233,Graduate,75027.0,0,1,3 Meses,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,0,Idosos,1,1,0,2,37513.5,1390
234,Postgraduate,67546.0,0,0,3 Meses,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,0,Adultos,0,0,0,1,67546.0,2126
235,Postgraduate,65176.0,0,1,2 Meses,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,0,Meia-idade,1,1,1,3,21725.333333333332,1531
236,Postgraduate,31160.0,1,0,2 Meses,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,0,Meia-idade,1,1,1,3,10386.666666666666,64
237,Graduate,29938.0,1,0,2 Meses,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,9979.333333333334,26
238,Graduate,102692.0,0,0,1 Mes,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,1,4,Meia-idade,0,0,0,1,102692.0,1112
239,Undergraduate,26490.0,0,0,> 3 Meses,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,0,Idosos,0,0,1,2,13245.0,210
240,Graduate,75702.0,1,1,3 Meses,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,0,Meia-idade,2,1,1,4,18925.5,1148
241,Postgraduate,30899.0,1,0,2 Meses,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,0,Meia-idade,1,1,1,3,10299.666666666666,33
242,Postgraduate,63342.0,0,1,2 Meses,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,1,Idosos,1,1,1,3,21114.0,1101
243,Graduate,45989.0,0,1,> 3 Meses,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,0,Meia-idade,1,1,1,3,15329.666666666666,322
244,Graduate,18701.0,1,1,> 3 Meses,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,0,Meia-idade,2,1,1,4,4675.25,44
245,Postgraduate,40737.0,2,1,1 Mes,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,0,Idosos,3,1,1,5,8147.4,17
246,Graduate,15287.0,1,0,2 Meses,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,1,Adultos,1,1,0,2,7643.5,31
247,Postgraduate,69674.0,0,2,2 Meses,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,0,Meia-idade,2,1,0,3,23224.666666666668,845
248,Postgraduate,44159.0,1,0,3 Meses,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,22079.5,275
249,Postgraduate,37717.0,1,0,2 Meses,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,18858.5,25
250,Postgraduate,43776.0,1,1,1 Mes,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1,0,Idosos,2,1,1,4,10944.0,275
251,Postgraduate,38179.0,1,1,1 Mes,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,0,Meia-idade,2,1,0,3,12726.333333333334,90
252,Graduate,80124.0,0,0,2 Meses,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,1,Meia-idade,0,0,0,1,80124.0,1495
253,Postgraduate,38097.0,1,1,3 Meses,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1,1,Meia-idade,2,1,0,3,12699.0,184
254,Graduate,72940.0,0,0,1 Mes,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,0,Meia-idade,0,0,0,1,72940.0,981
255,Graduate,22070.0,1,0,1 Mes,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,0,Meia-idade,1,1,1,3,7356.666666666667,67
256,Graduate,69267.0,0,0,2 Meses,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,0,Idosos,0,0,1,2,34633.5,1635
257,Postgraduate,31788.0,1,0,1 Mes,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,0,Adultos,1,1,1,3,10596.0,60
258,Postgraduate,61905.0,0,1,1 Mes,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,0,Meia-idade,1,1,1,3,20635.0,231
259,Graduate,29315.0,1,1,2 Meses,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,0,Idosos,2,1,0,3,9771.666666666666,48
260,Graduate,33378.0,1,1,2 Meses,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,0,Meia-idade,2,1,0,3,11126.0,99
261,Postgraduate,66313.0,0,1,3 Meses,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,0,Meia-idade,1,1,1,3,22104.333333333332,770
262,Graduate,60714.0,0,0,2 Meses,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1,0,Idosos,0,0,1,2,30357.0,957
263,Postgraduate,77882.0,0,0,1 Mes,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,0,Adultos,0,0,1,2,38941.0,818
264,Postgraduate,69867.0,0,0,1 Mes,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,1,Adultos,0,0,1,2,34933.5,925
265,Postgraduate,63841.0,0,1,3 Meses,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,31920.5,908
266,Undergraduate,24480.0,1,0,2 Meses,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,12240.0,102
267,Graduate,51369.0,0,1,3 Meses,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,17123.0,576
268,Graduate,37760.0,0,0,1 Mes,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,0,Idosos,0,0,1,2,18880.0,317
269,Postgraduate,65640.0,0,1,3 Meses,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,0,Meia-idade,1,1,1,3,21880.0,461
270,Postgraduate,44319.0,1,1,1 Mes,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,0,Meia-idade,2,1,0,3,14773.0,37
271,Graduate,30631.0,1,0,3 Meses,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,15315.5,70
272,Graduate,75278.0,0,0,1 Mes,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,0,Idosos,0,0,1,2,37639.0,930
273,Postgraduate,50898.0,1,1,3 Meses,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,0,Idosos,2,1,1,4,12724.5,859
274,Graduate,79946.0,0,0,1 Mes,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,0,Meia-idade,0,0,0,1,79946.0,1478
275,Postgraduate,35416.0,0,0,3 Meses,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,0,Idosos,0,0,0,1,35416.0,390
276,Undergraduate,32414.0,0,0,1 Mes,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,1,Adultos,0,0,1,2,16207.0,52
277,Graduate,38361.0,1,0,3 Meses,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,0,Meia-idade,1,1,1,3,12787.0,137
278,Graduate,82497.0,0,0,2 Meses,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,1,Adultos,0,0,0,1,82497.0,1919
279,Graduate,16626.0,2,0,3 Meses,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,0,Meia-idade,2,1,1,4,4156.5,68
280,Graduate,29672.0,1,1,1 Mes,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,0,Meia-idade,2,1,1,4,7418.0,25
281,Postgraduate,55951.0,0,1,3 Meses,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,2,Idosos,1,1,1,3,18650.333333333332,1374
282,Undergraduate,35388.0,1,0,1 Mes,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,17694.0,32
283,Postgraduate,42386.0,1,0,2 Meses,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,14128.666666666666,100
284,Graduate,68627.0,0,0,2 Meses,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,0,Adultos,0,0,1,2,34313.5,825
285,Postgraduate,57912.0,0,1,2 Meses,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,1,Meia-idade,1,1,0,2,28956.0,916
286,Graduate,35246.0,1,1,2 Meses,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,0,Idosos,2,1,0,3,11748.666666666666,62
287,Undergraduate,58821.0,0,1,2 Meses,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0,0,Idosos,1,1,1,3,19607.0,728
288,Postgraduate,46377.0,1,0,3 Meses,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,23188.5,90
289,Graduate,39747.0,1,0,2 Meses,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,13249.0,273
290,Graduate,23976.0,1,0,3 Meses,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,7992.0,66
291,Postgraduate,80950.0,0,0,2 Meses,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,0,1,Idosos,0,0,0,1,80950.0,1213
292,Graduate,27038.0,0,0,3 Meses,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,1,0,Meia-idade,0,0,0,1,27038.0,107
293,Graduate,77457.0,0,0,3 Meses,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,1,Idosos,0,0,1,2,38728.5,1157
294,Postgraduate,64100.0,0,1,> 3 Meses,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,0,1,Meia-idade,1,1,0,2,32050.0,546
295,Postgraduate,42670.0,0,0,1 Mes,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,0,Adultos,0,0,1,2,21335.0,241
296,Graduate,12571.0,1,0,3 Meses,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,6285.5,53
297,Graduate,22574.0,2,1,1 Mes,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,0,Meia-idade,3,1,0,4,5643.5,37
298,Postgraduate,70893.0,0,0,2 Meses,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,0,Adultos,0,0,1,2,35446.5,1508
299,Graduate,54198.0,1,1,1 Mes,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,0,Meia-idade,2,1,0,3,18066.0,235
300,Postgraduate,28839.0,1,1,3 Meses,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,0,Idosos,2,1,1,4,7209.75,32
301,Graduate,40321.0,1,1,2 Meses,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,0,Meia-idade,2,1,0,3,13440.333333333334,102
302,Graduate,66503.0,1,0,1 Mes,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,22167.666666666668,401
303,Graduate,30833.0,1,1,2 Meses,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,0,Idosos,2,1,0,3,10277.666666666666,28
304,Graduate,64795.0,0,1,1 Mes,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,32397.5,680
305,Graduate,34421.0,1,0,3 Meses,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,17210.5,30
306,Postgraduate,47025.0,1,1,1 Mes,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,0,Meia-idade,2,1,0,3,15675.0,20
307,Postgraduate,64325.0,0,1,2 Meses,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0,0,Idosos,1,1,0,2,32162.5,1307
308,Graduate,40464.0,0,1,3 Meses,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,0,Idosos,1,1,1,3,13488.0,630
309,Graduate,62187.0,0,0,2 Meses,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0,0,Idosos,0,0,0,1,62187.0,1283
310,Postgraduate,14849.0,1,0,2 Meses,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,7424.5,65
311,Graduate,27255.0,1,0,1 Mes,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,13627.5,37
312,Postgraduate,54432.0,2,1,2 Meses,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,0,Idosos,3,1,0,4,13608.0,38
313,Postgraduate,29999.0,1,0,1 Mes,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,9999.666666666666,160
314,Graduate,24072.0,1,0,3 Meses,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,8024.0,23
315,Postgraduate,33996.0,0,0,2 Meses,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,0,Adultos,0,0,1,2,16998.0,71
316,Postgraduate,66334.0,0,1,3 Meses,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,1,0,Idosos,1,1,0,2,33167.0,1161
317,Postgraduate,35178.0,1,0,1 Mes,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,1,Meia-idade,1,1,0,2,17589.0,59
318,Graduate,22010.0,1,0,2 Meses,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,7336.666666666667,33
319,Graduate,62204.0,0,2,2 Meses,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0,0,Idosos,2,1,0,3,20734.666666666668,946
320,Graduate,75693.0,0,0,1 Mes,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,1,3,Meia-idade,0,0,0,1,75693.0,1442
321,Graduate,30675.0,1,0,1 Mes,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,15337.5,62
322,Graduate,83003.0,0,0,1 Mes,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,1,1,Meia-idade,0,0,1,2,41501.5,1674
323,Graduate,68655.0,0,0,> 3 Meses,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0,0,Adultos,0,0,1,2,34327.5,1538
324,Graduate,41411.0,0,0,1 Mes,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,0,Adultos,0,0,0,1,41411.0,139
325,Postgraduate,55212.0,0,1,3 Meses,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,2,Meia-idade,1,1,0,2,27606.0,1182
326,Postgraduate,59292.0,0,1,3 Meses,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,0,Idosos,1,1,1,3,19764.0,507
327,Undergraduate,27190.0,1,0,1 Mes,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,1,1,Meia-idade,1,1,1,3,9063.333333333334,18
328,Graduate,82623.0,0,0,2 Meses,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,0,Idosos,0,0,0,1,82623.0,940
329,Graduate,44300.0,1,1,3 Meses,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,0,Meia-idade,2,1,0,3,14766.666666666666,42
